iter	RMSE
550	0.2824403833
551	0.2824347427
552	0.2824283873
553	0.2824236448
554	0.2824200528
555	0.2824096009
556	0.2824036248
557	0.2823972428
558	0.2823915674
559	0.2823887733
560	0.2823851067
561	0.2823821488
562	0.2823715779
563	0.2823559728
564	0.2823524815
565	0.2823477361
566	0.2823397897
567	0.2823310542
568	0.2823241184
569	0.2823106724
570	0.2823038395
571	0.2823014221
572	0.2822992168
573	0.2822946385
574	0.2822853401
575	0.2822797582
576	0.2822721359
577	0.2822650285
578	0.2822632237
579	0.2822602783
580	0.2822506533
581	0.282245589
582	0.2822428939
583	0.2822379222
584	0.2822325627
585	0.282225264
586	0.2822114106
587	0.2822091556
588	0.2822055419
589	0.2821999584
590	0.2821963554
591	0.2821926113
592	0.2821889404
593	0.2821841732
594	0.2821812911
595	0.2821688801
596	0.2821589203
597	0.2821540364
598	0.282142291
599	0.2821353181
600	0.2821321245
601	0.2821284121
602	0.282122229
603	0.2821181931
604	0.2821164964
605	0.2821137067
606	0.2821038897
607	0.2821014451
608	0.2820968178
609	0.2820905232
610	0.2820844127
611	0.2820761242
612	0.2820697538
613	0.2820575199
614	0.2820504947
615	0.2820452011
616	0.2820354895
617	0.2820319889
618	0.282025659
619	0.2820205137
620	0.2820148076
621	0.2820090697
622	0.282000064
623	0.281996876
624	0.2819889392
625	0.2819798634
626	0.2819744558
627	0.281959602
628	0.2819526786
629	0.2819442088
630	0.2819392718
631	0.2819331683
632	0.2819264565
633	0.2819196779
634	0.2819170537
635	0.2819119351
636	0.2819087176
637	0.2818988098
638	0.281894457
639	0.2818895468
640	0.281881095
641	0.2818700953
642	0.2818625159
643	0.2818588841
644	0.281852388
645	0.2818433706
646	0.2818387751
647	0.2818300415
648	0.2818245685
649	0.2818131493
650	0.2818032939
651	0.281796475
652	0.2817935177
653	0.2817889607
654	0.2817840006
655	0.2817743906
656	0.2817692945
657	0.2817662037
658	0.2817559839
659	0.2817432812
660	0.2817388232
661	0.2817357457
662	0.2817262028
663	0.2817231659
664	0.2817150631
665	0.2817053499
666	0.2817017665
667	0.2816966708
668	0.2816904395
669	0.2816878837
670	0.2816858637
671	0.2816813854
672	0.2816719795
673	0.2816675583
674	0.2816597678
675	0.2816545381
676	0.281650302
677	0.2816462301
678	0.2816436476
679	0.2816381367
680	0.2816321849
681	0.2816253924
682	0.2816221437
683	0.2816153383
684	0.2816083678
685	0.2816065168
686	0.2815994904
687	0.2815959547
688	0.2815929629
689	0.281587541
690	0.2815813288
691	0.281573098
692	0.2815596721
693	0.2815547286
694	0.2815429425
695	0.281534687
696	0.28153006
697	0.2815220605
698	0.2815161333
699	0.2815139441
700	0.2815120959
701	0.2815039144
702	0.2814992666
703	0.2814864727
704	0.2814798004
705	0.2814707066
706	0.281463181
707	0.2814591845
708	0.281456699
709	0.2814485656
710	0.2814405611
711	0.2814363707
712	0.2814332425
713	0.2814294196
714	0.2814268732
715	0.2814235452
716	0.2814187996
717	0.2814096821
718	0.2814022571
719	0.2813974573
720	0.2813900923
721	0.2813826469
722	0.281380349
723	0.2813743493
724	0.2813663459
725	0.2813584117
726	0.281356055
727	0.2813529815
728	0.2813451105
729	0.2813417588
730	0.281332899
731	0.2813257645
732	0.281321729
733	0.2813134342
734	0.2813073234
735	0.2813042826
736	0.2813004443
737	0.2812935889
738	0.281286749
739	0.2812794274
740	0.2812778191
741	0.2812698931
742	0.2812666695
743	0.2812581757
744	0.2812524535
745	0.281249833
746	0.2812463691
747	0.2812388607
748	0.2812348814
749	0.2812246868
750	0.2812184881
751	0.2812150948
752	0.2812117541
753	0.2812094112
754	0.2812024641
755	0.2811998153
756	0.281191372
757	0.2811895472
758	0.2811858704
759	0.2811755435
760	0.2811684155
761	0.281162575
762	0.2811608102
763	0.2811557862
764	0.2811521053
765	0.2811459999
766	0.2811448231
767	0.2811377758
768	0.2811345187
769	0.2811285033
770	0.2811259976
771	0.2811199926
772	0.2811159295
773	0.2811142412
774	0.2811093172
775	0.2811075729
776	0.2811040675
777	0.2811026694
778	0.2810965695
779	0.2810893688
780	0.2810868259
781	0.2810847463
782	0.2810792271
783	0.2810752175
784	0.2810692187
785	0.2810672155
786	0.2810605944
787	0.2810551179
788	0.2810465666
789	0.2810436874
790	0.2810410947
791	0.2810306237
792	0.2810266407
793	0.281019562
794	0.2810053644
795	0.2810010228
796	0.2809957255
797	0.2809943854
798	0.280991056
799	0.2809870163
800	0.2809844106
801	0.2809795414
802	0.2809751742
803	0.2809698535
804	0.2809662646
805	0.2809644803
806	0.2809604679
807	0.2809542894
808	0.2809517195
809	0.2809448706
810	0.2809394056
811	0.2809356371
812	0.2809340954
813	0.2809292425
814	0.2809218298
815	0.2809153054
816	0.2809132624
817	0.2809108065
818	0.2809082699
819	0.2809048818
820	0.2809011378
821	0.2808992989
822	0.2808961702
823	0.280894974
824	0.2808809506
825	0.2808798333
826	0.2808738356
827	0.2808654691
828	0.2808605214
829	0.2808575147
830	0.2808548788
831	0.280847975
832	0.2808438632
833	0.28084229
834	0.2808394026
835	0.2808376005
836	0.2808328827
837	0.2808260439
838	0.2808208419
839	0.2808182063
840	0.2808150573
841	0.2808052861
842	0.2808021796
843	0.2807999414
844	0.2807930535
845	0.2807818434
846	0.2807752269
847	0.2807727707
848	0.2807720782
849	0.280768443
850	0.2807649755
851	0.2807570926
852	0.2807517348
853	0.2807478734
854	0.2807457252
855	0.2807393475
856	0.2807369809
857	0.280730524
858	0.2807286215
859	0.2807257409
860	0.2807236177
861	0.2807177794
862	0.2807144998
863	0.2807106101
864	0.2807079344
865	0.2807041984
866	0.2806946046
867	0.2806922752
868	0.2806883223
869	0.2806872038
870	0.2806818322
871	0.2806747097
872	0.2806731093
873	0.2806680625
874	0.280661404
875	0.2806583391
876	0.2806530762
877	0.2806506089
878	0.2806492026
879	0.2806467508
880	0.2806426998
881	0.2806379074
882	0.2806303366
883	0.2806276255
884	0.2806225322
885	0.280611009
886	0.2806064212
887	0.2806052842
888	0.2806024514
889	0.2806004557
890	0.2805957889
891	0.2805929922
892	0.2805879717
893	0.2805849341
894	0.2805832928
895	0.2805811572
896	0.2805754796
897	0.2805710023
898	0.2805668838
899	0.2805595317
900	0.2805537674
901	0.2805492676
902	0.280546122
903	0.2805423967
904	0.2805400839
905	0.2805346365
906	0.2805336373
907	0.2805305002
908	0.2805286065
909	0.2805253379
910	0.2805219094
911	0.2805196431
912	0.2805163925
913	0.2805119382
914	0.280498762
915	0.2804967037
916	0.2804942236
917	0.2804891879
918	0.2804874604
919	0.2804822692
920	0.280475792
921	0.280472691
922	0.2804714953
923	0.2804687773
924	0.2804634649
925	0.2804579669
926	0.2804546846
927	0.2804513496
928	0.2804445801
929	0.2804360598
930	0.2804332552
931	0.2804300286
932	0.2804238716
933	0.280419727
934	0.280411083
935	0.2804042865
936	0.2803999701
937	0.2803951621
938	0.2803929072
939	0.2803806575
940	0.2803785706
941	0.280373262
942	0.2803643394
943	0.2803600798
944	0.2803538434
945	0.2803487254
946	0.2803435854
947	0.2803395157
948	0.2803347313
949	0.2803302457
950	0.2803283258
951	0.2803233617
952	0.2803215085
953	0.2803196321
954	0.2803156165
955	0.2802999878
956	0.2802985646
957	0.2802929527
958	0.2802908273
959	0.2802884389
960	0.2802863653
961	0.280283527
962	0.2802784252
963	0.2802724995
964	0.2802676742
965	0.2802651834
966	0.2802627948
967	0.2802580545
968	0.280255138
969	0.2802498016
970	0.2802479394
971	0.2802459666
972	0.2802436927
973	0.2802391457
974	0.2802365147
975	0.2802334026
976	0.2802235884
977	0.2802227556
978	0.2802193481
979	0.2802131823
980	0.2802082658
981	0.2802031646
982	0.2801987458
983	0.2801962904
984	0.2801941868
985	0.2801885648
986	0.2801828743
987	0.2801741746
988	0.2801693195
989	0.2801663095
990	0.2801615481
991	0.2801572045
992	0.2801537037
993	0.2801513333
994	0.2801425309
995	0.2801375323
996	0.2801314713
997	0.2801307247
998	0.2801228215
999	0.2801200525
